username,qualification,skills,technical_job_role,non_technical_job_role
user1831,12th Pass,Technical Skill 142,Technical Job Role 6029,Non-Technical Field 88
user1832,10th Pass,Technical Skill 642,Technical Job Role 5722,Non-Technical Field 389
user1833,M.Tech,Technical Skill 99,Technical Job Role 473,Non-Technical Field 215
user1834,M.Tech,Technical Skill 633,Technical Job Role 778,Non-Technical Field 715
user1835,12th Pass,Technical Skill 702,Technical Job Role 1456,Non-Technical Field 583
user1836,B.Tech,Technical Skill 103,Technical Job Role 990,Non-Technical Field 446
user1837,10th Pass,Technical Skill 403,Technical Job Role 6172,Non-Technical Field 244
user1838,12th Pass,Technical Skill 919,Technical Job Role 4143,Non-Technical Field 905
user1839,12th Pass,Technical Skill 35,Technical Job Role 5632,Non-Technical Field 7
user1840,12th Pass,Technical Skill 600,Technical Job Role 9676,Non-Technical Field 952
user1841,10th Pass,Technical Skill 695,Technical Job Role 1783,Non-Technical Field 297
user1842,M.Tech,Technical Skill 595,Technical Job Role 7769,Non-Technical Field 960
user1843,12th Pass,Technical Skill 434,Technical Job Role 7586,Non-Technical Field 60
user1844,12th Pass,Technical Skill 973,Technical Job Role 9177,Non-Technical Field 98
user1845,M.Tech,Technical Skill 15,Technical Job Role 5244,Non-Technical Field 267
user1846,12th Pass,Technical Skill 439,Technical Job Role 2911,Non-Technical Field 248
user1847,10th Pass,Technical Skill 372,Technical Job Role 2426,Non-Technical Field 494
user1848,12th Pass,Technical Skill 378,Technical Job Role 8756,Non-Technical Field 875
user1849,B.Tech,Technical Skill 40,Technical Job Role 1873,Non-Technical Field 574
user1850,10th Pass,Technical Skill 137,Technical Job Role 1628,Non-Technical Field 521
user1851,10th Pass,Technical Skill 799,Technical Job Role 2855,Non-Technical Field 464
user1852,12th Pass,Technical Skill 6,Technical Job Role 3489,Non-Technical Field 93
user1853,12th Pass,Technical Skill 428,Technical Job Role 7943,Non-Technical Field 619
user1854,10th Pass,Technical Skill 642,Technical Job Role 4288,Non-Technical Field 532
user1855,B.Tech,Technical Skill 96,Technical Job Role 9009,Non-Technical Field 927
user1856,12th Pass,Technical Skill 947,Technical Job Role 8030,Non-Technical Field 205
user1857,M.Tech,Technical Skill 924,Technical Job Role 8888,Non-Technical Field 893
user1858,M.Tech,Technical Skill 345,Technical Job Role 9920,Non-Technical Field 918
user1859,10th Pass,Technical Skill 192,Technical Job Role 2811,Non-Technical Field 660
user1860,M.Tech,Technical Skill 831,Technical Job Role 1461,Non-Technical Field 720
user1861,M.Tech,Technical Skill 322,Technical Job Role 2203,Non-Technical Field 71
user1862,B.Tech,Technical Skill 112,Technical Job Role 4891,Non-Technical Field 221
user1863,M.Tech,Technical Skill 636,Technical Job Role 4134,Non-Technical Field 685
user1864,10th Pass,Technical Skill 55,Technical Job Role 5204,Non-Technical Field 638
user1865,M.Tech,Technical Skill 387,Technical Job Role 3926,Non-Technical Field 765
user1866,10th Pass,Technical Skill 304,Technical Job Role 9328,Non-Technical Field 267
user1867,12th Pass,Technical Skill 141,Technical Job Role 4510,Non-Technical Field 689
user1868,B.Tech,Technical Skill 138,Technical Job Role 8790,Non-Technical Field 121
user1869,12th Pass,Technical Skill 829,Technical Job Role 9720,Non-Technical Field 609
user1870,12th Pass,Technical Skill 189,Technical Job Role 8272,Non-Technical Field 719
user1871,12th Pass,Technical Skill 231,Technical Job Role 7056,Non-Technical Field 548
user1872,12th Pass,Technical Skill 734,Technical Job Role 7304,Non-Technical Field 662
user1873,M.Tech,Technical Skill 249,Technical Job Role 2485,Non-Technical Field 708
user1874,M.Tech,Technical Skill 719,Technical Job Role 3239,Non-Technical Field 406
user1875,12th Pass,Technical Skill 746,Technical Job Role 5140,Non-Technical Field 878
user1876,M.Tech,Technical Skill 830,Technical Job Role 2400,Non-Technical Field 876
user1877,12th Pass,Technical Skill 6,Technical Job Role 5126,Non-Technical Field 848
user1878,B.Tech,Technical Skill 57,Technical Job Role 5205,Non-Technical Field 652
user1879,M.Tech,Technical Skill 328,Technical Job Role 2263,Non-Technical Field 43
user1880,10th Pass,Technical Skill 236,Technical Job Role 5086,Non-Technical Field 61
user1881,10th Pass,Technical Skill 519,Technical Job Role 9338,Non-Technical Field 451
user1882,12th Pass,Technical Skill 232,Technical Job Role 1733,Non-Technical Field 334
user1883,12th Pass,Technical Skill 348,Technical Job Role 885,Non-Technical Field 699
user1884,B.Tech,Technical Skill 271,Technical Job Role 3072,Non-Technical Field 1000
user1885,M.Tech,Technical Skill 241,Technical Job Role 5070,Non-Technical Field 462
user1886,B.Tech,Technical Skill 913,Technical Job Role 9041,Non-Technical Field 869
user1887,M.Tech,Technical Skill 958,Technical Job Role 3167,Non-Technical Field 50
user1888,M.Tech,Technical Skill 387,Technical Job Role 2909,Non-Technical Field 909
user1889,12th Pass,Technical Skill 857,Technical Job Role 9060,Non-Technical Field 429
user1890,M.Tech,Technical Skill 677,Technical Job Role 1669,Non-Technical Field 455
user1891,M.Tech,Technical Skill 80,Technical Job Role 5661,Non-Technical Field 138
user1892,10th Pass,Technical Skill 585,Technical Job Role 9182,Non-Technical Field 173
user1893,M.Tech,Technical Skill 531,Technical Job Role 1235,Non-Technical Field 6
user1894,M.Tech,Technical Skill 634,Technical Job Role 9724,Non-Technical Field 736
user1895,B.Tech,Technical Skill 306,Technical Job Role 5580,Non-Technical Field 61
user1896,M.Tech,Technical Skill 203,Technical Job Role 4313,Non-Technical Field 208
user1897,M.Tech,Technical Skill 916,Technical Job Role 4594,Non-Technical Field 191
user1898,M.Tech,Technical Skill 291,Technical Job Role 9894,Non-Technical Field 703
user1899,12th Pass,Technical Skill 416,Technical Job Role 5286,Non-Technical Field 202
user1900,B.Tech,Technical Skill 611,Technical Job Role 1729,Non-Technical Field 123
user1901,M.Tech,Technical Skill 22,Technical Job Role 5766,Non-Technical Field 5
user1902,12th Pass,Technical Skill 278,Technical Job Role 5044,Non-Technical Field 549
user1903,B.Tech,Technical Skill 57,Technical Job Role 8027,Non-Technical Field 79
user1904,B.Tech,Technical Skill 191,Technical Job Role 6980,Non-Technical Field 491
user1905,M.Tech,Technical Skill 443,Technical Job Role 1765,Non-Technical Field 299
user1906,M.Tech,Technical Skill 714,Technical Job Role 9887,Non-Technical Field 664
user1907,12th Pass,Technical Skill 795,Technical Job Role 4385,Non-Technical Field 897
user1908,M.Tech,Technical Skill 943,Technical Job Role 8420,Non-Technical Field 331
user1909,M.Tech,Technical Skill 683,Technical Job Role 1745,Non-Technical Field 743
user1910,M.Tech,Technical Skill 29,Technical Job Role 9804,Non-Technical Field 413
user1911,12th Pass,Technical Skill 840,Technical Job Role 8092,Non-Technical Field 987
user1912,B.Tech,Technical Skill 916,Technical Job Role 1586,Non-Technical Field 68
user1913,12th Pass,Technical Skill 788,Technical Job Role 9550,Non-Technical Field 314
user1914,12th Pass,Technical Skill 401,Technical Job Role 6515,Non-Technical Field 58
user1915,12th Pass,Technical Skill 303,Technical Job Role 8618,Non-Technical Field 224
user1916,B.Tech,Technical Skill 497,Technical Job Role 7505,Non-Technical Field 66
user1917,B.Tech,Technical Skill 126,Technical Job Role 4790,Non-Technical Field 153
user1918,12th Pass,Technical Skill 916,Technical Job Role 7001,Non-Technical Field 552
user1919,12th Pass,Technical Skill 60,Technical Job Role 3422,Non-Technical Field 621
user1920,M.Tech,Technical Skill 511,Technical Job Role 89,Non-Technical Field 982
user1921,12th Pass,Technical Skill 325,Technical Job Role 2518,Non-Technical Field 858
user1922,B.Tech,Technical Skill 424,Technical Job Role 7499,Non-Technical Field 882
user1923,B.Tech,Technical Skill 92,Technical Job Role 8658,Non-Technical Field 308
user1924,12th Pass,Technical Skill 797,Technical Job Role 2392,Non-Technical Field 384
user1925,M.Tech,Technical Skill 85,Technical Job Role 1593,Non-Technical Field 942
user1926,10th Pass,Technical Skill 267,Technical Job Role 5052,Non-Technical Field 633
user1927,M.Tech,Technical Skill 492,Technical Job Role 8080,Non-Technical Field 539
user1928,12th Pass,Technical Skill 744,Technical Job Role 541,Non-Technical Field 971
user1929,B.Tech,Technical Skill 562,Technical Job Role 9243,Non-Technical Field 462
user1930,M.Tech,Technical Skill 553,Technical Job Role 3106,Non-Technical Field 524
user1931,10th Pass,Technical Skill 298,Technical Job Role 4314,Non-Technical Field 731
user1932,B.Tech,Technical Skill 28,Technical Job Role 7728,Non-Technical Field 760
user1933,B.Tech,Technical Skill 892,Technical Job Role 455,Non-Technical Field 658
user1934,10th Pass,Technical Skill 264,Technical Job Role 1403,Non-Technical Field 433
user1935,12th Pass,Technical Skill 704,Technical Job Role 9729,Non-Technical Field 959
user1936,B.Tech,Technical Skill 114,Technical Job Role 9326,Non-Technical Field 855
user1937,B.Tech,Technical Skill 542,Technical Job Role 4487,Non-Technical Field 600
user1938,M.Tech,Technical Skill 442,Technical Job Role 8437,Non-Technical Field 467
user1939,M.Tech,Technical Skill 198,Technical Job Role 7983,Non-Technical Field 240
user1940,12th Pass,Technical Skill 343,Technical Job Role 7995,Non-Technical Field 499
user1941,B.Tech,Technical Skill 651,Technical Job Role 9620,Non-Technical Field 890
user1942,10th Pass,Technical Skill 111,Technical Job Role 9820,Non-Technical Field 532
user1943,10th Pass,Technical Skill 54,Technical Job Role 9068,Non-Technical Field 948
user1944,B.Tech,Technical Skill 134,Technical Job Role 4688,Non-Technical Field 623
user1945,M.Tech,Technical Skill 369,Technical Job Role 5577,Non-Technical Field 288
user1946,M.Tech,Technical Skill 743,Technical Job Role 8797,Non-Technical Field 690
user1947,B.Tech,Technical Skill 997,Technical Job Role 4540,Non-Technical Field 498
user1948,12th Pass,Technical Skill 983,Technical Job Role 2519,Non-Technical Field 967
user1949,10th Pass,Technical Skill 800,Technical Job Role 9908,Non-Technical Field 578
user1950,B.Tech,Technical Skill 325,Technical Job Role 3784,Non-Technical Field 386
user1951,12th Pass,Technical Skill 129,Technical Job Role 1393,Non-Technical Field 64
user1952,12th Pass,Technical Skill 529,Technical Job Role 8240,Non-Technical Field 343
user1953,B.Tech,Technical Skill 822,Technical Job Role 6514,Non-Technical Field 539
user1954,M.Tech,Technical Skill 350,Technical Job Role 6919,Non-Technical Field 943
user1955,M.Tech,Technical Skill 805,Technical Job Role 7180,Non-Technical Field 822
user1956,10th Pass,Technical Skill 555,Technical Job Role 7785,Non-Technical Field 974
user1957,10th Pass,Technical Skill 656,Technical Job Role 4149,Non-Technical Field 51
user1958,M.Tech,Technical Skill 895,Technical Job Role 5624,Non-Technical Field 884
user1959,12th Pass,Technical Skill 230,Technical Job Role 4001,Non-Technical Field 612
user1960,M.Tech,Technical Skill 200,Technical Job Role 9241,Non-Technical Field 855
user1961,B.Tech,Technical Skill 502,Technical Job Role 8685,Non-Technical Field 774
user1962,12th Pass,Technical Skill 760,Technical Job Role 1394,Non-Technical Field 889
user1963,10th Pass,Technical Skill 977,Technical Job Role 3974,Non-Technical Field 889
user1964,B.Tech,Technical Skill 142,Technical Job Role 4621,Non-Technical Field 527
user1965,M.Tech,Technical Skill 917,Technical Job Role 5687,Non-Technical Field 589
user1966,B.Tech,Technical Skill 257,Technical Job Role 7261,Non-Technical Field 459
user1967,B.Tech,Technical Skill 148,Technical Job Role 9815,Non-Technical Field 150
user1968,12th Pass,Technical Skill 15,Technical Job Role 4224,Non-Technical Field 132
user1969,10th Pass,Technical Skill 460,Technical Job Role 9453,Non-Technical Field 191
user1970,M.Tech,Technical Skill 619,Technical Job Role 5218,Non-Technical Field 457
user1971,10th Pass,Technical Skill 203,Technical Job Role 1752,Non-Technical Field 442
user1972,M.Tech,Technical Skill 128,Technical Job Role 3581,Non-Technical Field 568
user1973,12th Pass,Technical Skill 83,Technical Job Role 4461,Non-Technical Field 81
user1974,M.Tech,Technical Skill 732,Technical Job Role 3657,Non-Technical Field 13
user1975,10th Pass,Technical Skill 315,Technical Job Role 5222,Non-Technical Field 82
user1976,B.Tech,Technical Skill 374,Technical Job Role 128,Non-Technical Field 524
user1977,12th Pass,Technical Skill 720,Technical Job Role 5556,Non-Technical Field 445
user1978,12th Pass,Technical Skill 4,Technical Job Role 7008,Non-Technical Field 719
user1979,10th Pass,Technical Skill 172,Technical Job Role 6620,Non-Technical Field 129
user1980,B.Tech,Technical Skill 589,Technical Job Role 2520,Non-Technical Field 710
user1981,12th Pass,Technical Skill 663,Technical Job Role 6700,Non-Technical Field 13
user1982,12th Pass,Technical Skill 355,Technical Job Role 693,Non-Technical Field 994
user1983,M.Tech,Technical Skill 222,Technical Job Role 8906,Non-Technical Field 166
user1984,M.Tech,Technical Skill 103,Technical Job Role 9666,Non-Technical Field 407
user1985,10th Pass,Technical Skill 720,Technical Job Role 5942,Non-Technical Field 63
user1986,10th Pass,Technical Skill 651,Technical Job Role 5521,Non-Technical Field 532
user1987,12th Pass,Technical Skill 32,Technical Job Role 7761,Non-Technical Field 619
user1988,B.Tech,Technical Skill 926,Technical Job Role 3690,Non-Technical Field 446
user1989,10th Pass,Technical Skill 666,Technical Job Role 907,Non-Technical Field 306
user1990,12th Pass,Technical Skill 698,Technical Job Role 8865,Non-Technical Field 67
user1991,12th Pass,Technical Skill 229,Technical Job Role 9838,Non-Technical Field 343
user1992,12th Pass,Technical Skill 370,Technical Job Role 6945,Non-Technical Field 505
user1993,B.Tech,Technical Skill 801,Technical Job Role 3236,Non-Technical Field 686
user1994,10th Pass,Technical Skill 475,Technical Job Role 4695,Non-Technical Field 726
user1995,12th Pass,Technical Skill 505,Technical Job Role 8668,Non-Technical Field 878
user1996,12th Pass,Technical Skill 905,Technical Job Role 8722,Non-Technical Field 227
user1997,M.Tech,Technical Skill 763,Technical Job Role 1053,Non-Technical Field 673
user1998,M.Tech,Technical Skill 6,Technical Job Role 8505,Non-Technical Field 183
user1999,B.Tech,Technical Skill 400,Technical Job Role 8143,Non-Technical Field 539
user2000,B.Tech,Technical Skill 644,Technical Job Role 7603,Non-Technical Field 966
user2001,M.Tech,Technical Skill 278,Technical Job Role 6396,Non-Technical Field 275
user2002,B.Tech,Technical Skill 742,Technical Job Role 5736,Non-Technical Field 242
user2003,M.Tech,Technical Skill 950,Technical Job Role 7838,Non-Technical Field 219
user2004,12th Pass,Technical Skill 929,Technical Job Role 3662,Non-Technical Field 752
user2005,10th Pass,Technical Skill 881,Technical Job Role 5548,Non-Technical Field 550
user2006,B.Tech,Technical Skill 339,Technical Job Role 132,Non-Technical Field 603
user2007,10th Pass,Technical Skill 274,Technical Job Role 6069,Non-Technical Field 507
user2008,12th Pass,Technical Skill 964,Technical Job Role 6590,Non-Technical Field 223
user2009,B.Tech,Technical Skill 760,Technical Job Role 6037,Non-Technical Field 943
user2010,B.Tech,Technical Skill 629,Technical Job Role 9998,Non-Technical Field 917
user2011,12th Pass,Technical Skill 971,Technical Job Role 2926,Non-Technical Field 546
user2012,M.Tech,Technical Skill 886,Technical Job Role 6182,Non-Technical Field 11
user2013,M.Tech,Technical Skill 289,Technical Job Role 9333,Non-Technical Field 86
user2014,10th Pass,Technical Skill 510,Technical Job Role 5411,Non-Technical Field 304
user2015,M.Tech,Technical Skill 25,Technical Job Role 8989,Non-Technical Field 187
user2016,10th Pass,Technical Skill 483,Technical Job Role 6490,Non-Technical Field 896
user2017,M.Tech,Technical Skill 759,Technical Job Role 1620,Non-Technical Field 324
user2018,12th Pass,Technical Skill 595,Technical Job Role 7477,Non-Technical Field 316
